Date,Time,IP Address,HTTP Method,Request,Status Code,Gender,Sport Viewed,Ad Displayed,Rating,Feedback,Session Duration (seconds),Continent,Country,Latitude,Longitude
2024-03-18,05:32:15,42.173.155.15,GET,/contact,304,Male,Netball,Yes,2,Excellent,6546,Europe,Germany,51.1657,10.4515
2024-01-17,02:47:04,184.253.177.146,POST,/shop,404,Female,Netball,No,2,Poor,10245,South America,Colombia,4.5709,-74.2973
2023-12-06,07:45:21,97.8.187.47,GET,/events,404,Female,Boxing,Yes,4,Good,7473,North America,Honduras,15.2,-86.2419
2024-03-27,14:03:29,63.29.120.217,PUT,/events,304,Male,Football,Yes,4,Average,4149,Africa,South Africa,-30.5595,22.9375
2024-03-29,05:40:29,223.249.86.63,GET,/events,404,Female,Netball,No,1,Poor,11248,Africa,Nigeria,9.082,8.6753
2024-03-21,08:42:05,146.255.2.96,PUT,/teams,200,Male,Baseball,No,1,Good,4528,Europe,United Kingdom,55.3781,-3.436
2024-03-31,10:23:33,84.96.104.197,POST,/events,200,Female,Baseball,No,5,Good,5610,North America,Canada,56.1304,-106.3468
2024-03-09,02:33:38,58.149.95.228,POST,/teams,304,Female,Boxing,Yes,4,Good,5822,South America,Uruguay,-32.5228,-55.7658
2024-01-28,20:51:30,82.35.68.134,PUT,/home,304,Male,Baseball,Yes,3,Good,5476,South America,Brazil,-14.235,-51.9253
2024-02-21,10:47:36,55.149.21.25,GET,/shop,304,Female,Netball,Yes,5,Good,11020,Asia,Philippines,12.8797,121.774
2024-05-06,00:11:42,76.59.68.192,POST,/events,304,Female,Boxing,Yes,5,Excellent,3020,Africa,Ghana,7.9465,-1.0232
2023-12-16,21:25:18,107.79.35.9,POST,/tickets,304,Male,Football,No,3,Good,8626,Africa,Morocco,31.7917,7.0926
2024-01-19,11:14:59,204.215.165.28,POST,/news,200,Male,Football,Yes,5,Poor,8866,Africa,Kenya,-0.0236,37.9062
2023-12-14,19:53:44,13.176.151.113,PUT,/gallery,200,Male,Netball,Yes,5,Excellent,5224,Europe,Germany,51.1657,10.4515
2023-12-15,20:22:19,47.76.78.197,PUT,/contact,404,Female,Baseball,Yes,5,Good,5854,Asia,China,35.8617,104.1954
2024-02-22,03:40:47,220.0.158.98,GET,/players,200,Male,Baseball,Yes,4,Excellent,3432,South America,Chile,-35.6751,-71.543
2023-12-28,08:53:29,76.247.229.148,PUT,/contact,200,Male,Netball,Yes,4,Excellent,2251,Europe,Netherlands,52.1326,5.2913
2024-02-24,05:29:51,13.111.232.176,POST,/news,304,Female,Basketball,No,4,Average,4881,Europe,France,46.6034,1.8883
2024-03-23,12:30:10,157.239.118.141,POST,/fanzone,200,Male,Tennis,Yes,5,Good,2500,South America,Argentina,-38.4161,-63.6167
2024-01-31,15:09:47,88.119.222.197,PUT,/about,404,Male,Basketball,No,2,Poor,1152,Africa,Algeria,28.0339,1.6596
2023-11-27,06:10:09,129.194.30.251,POST,/fixtures,200,Male,Swimming,Yes,2,Poor,2783,South America,Peru,-9.19,-75.0152
2024-03-13,08:03:48,191.55.157.37,GET,/players,404,Male,Netball,Yes,4,Average,4807,Europe,Germany,51.1657,10.4515
2024-01-24,17:21:11,215.52.25.58,PUT,/events,404,Male,Netball,No,1,Excellent,9932,Europe,Belgium,50.5039,4.4699
2023-12-21,20:03:21,193.246.88.20,GET,/news,404,Female,Football,Yes,1,Poor,9813,Asia,India,20.5937,78.9629
2024-01-07,16:06:11,35.248.216.152,GET,/fanzone,404,Female,Baseball,Yes,5,Average,3027,Africa,Zimbabwe,-19.0154,29.1549
2023-12-19,09:12:18,106.243.222.161,PUT,/shop,404,Female,Boxing,No,3,Poor,1577,Europe,Romania,45.9432,24.9668
2024-04-29,10:05:54,10.94.193.110,POST,/news,304,Male,Tennis,No,2,Average,1075,North America,Costa Rica,9.7489,-83.7534
2024-03-19,21:27:57,22.107.55.74,PUT,/shop,404,Male,Baseball,Yes,1,Good,3585,Europe,Italy,41.8719,12.5674
2024-02-03,07:52:03,168.99.48.2,PUT,/contact,304,Female,Netball,Yes,4,Excellent,1175,Africa,Kenya,-0.0236,37.9062
2024-02-07,07:13:52,103.209.82.169,PUT,/events,200,Female,Boxing,No,1,Good,2357,South America,Bolivia,-16.2902,-63.5887
2024-02-17,07:20:03,110.182.102.248,GET,/fixtures,200,Male,Swimming,Yes,4,Average,1300,South America,Paraguay,-23.4425,-58.4438
2024-02-06,08:06:37,2.100.99.168,PUT,/contact,304,Female,Tennis,Yes,2,Good,7827,North America,Honduras,15.2,-86.2419
2024-01-11,10:06:52,6.203.250.9,POST,/contact,200,Female,Netball,No,4,Excellent,6718,South America,Brazil,-14.235,-51.9253
2024-04-05,18:30:11,56.238.110.29,POST,/shop,404,Female,Netball,Yes,2,Poor,1302,South America,Paraguay,-23.4425,-58.4438
2023-12-06,07:44:34,82.9.211.76,GET,/players,304,Female,Netball,Yes,1,Good,743,Africa,Egypt,26.8206,30.8025
2023-12-09,11:46:33,153.208.115.19,PUT,/teams,404,Male,Tennis,No,5,Average,5162,Europe,Spain,40.4637,-3.7492
2024-04-22,18:35:38,81.3.109.116,POST,/fixtures,404,Male,Swimming,No,2,Poor,4974,Africa,Algeria,28.0339,1.6596
2024-04-06,17:55:24,45.245.89.21,PUT,/news,304,Male,Tennis,No,5,Average,6945,South America,Brazil,-14.235,-51.9253
2024-04-21,22:09:04,187.231.161.100,GET,/fixtures,404,Female,Football,Yes,2,Poor,1390,Europe,France,46.6034,1.8883
2024-01-02,07:47:35,215.156.65.48,GET,/tickets,200,Female,Football,Yes,1,Poor,3264,South America,Bolivia,-16.2902,-63.5887
2024-03-26,07:36:51,111.150.131.108,PUT,/shop,200,Female,Football,Yes,5,Good,9924,Europe,Belgium,50.5039,4.4699
2024-04-27,18:29:12,214.157.176.193,GET,/players,404,Female,Football,Yes,4,Good,6849,South America,Chile,-35.6751,-71.543
2024-01-10,16:43:33,99.211.137.131,GET,/fixtures,304,Male,Basketball,Yes,2,Good,5122,Europe,Romania,45.9432,24.9668
2024-05-04,15:36:03,216.170.254.22,GET,/fixtures,304,Male,Baseball,Yes,2,Excellent,1907,Asia,Iran,32.4279,53.688
2024-04-22,10:23:31,85.156.235.110,PUT,/about,304,Female,Netball,No,3,Average,9816,Europe,Spain,40.4637,-3.7492
2024-02-10,17:31:09,97.203.120.106,POST,/fanzone,404,Female,Netball,Yes,3,Good,4917,North America,United States,37.0902,-95.7129
2024-03-08,01:43:49,31.124.64.85,GET,/events,404,Male,Football,Yes,3,Average,1814,Asia,Turkey,38.9637,35.2433
2024-02-21,10:31:18,150.71.88.93,GET,/events,404,Female,Swimming,Yes,4,Excellent,8268,Asia,Turkey,38.9637,35.2433
2024-01-10,13:55:27,168.66.216.121,POST,/home,304,Female,Netball,No,2,Excellent,3345,Asia,Pakistan,30.3753,69.3451
2024-04-08,06:40:07,19.84.149.63,PUT,/gallery,200,Male,Boxing,Yes,3,Poor,4545,Asia,Vietnam,14.0583,108.2772
2023-11-17,15:45:10,189.109.132.186,POST,/gallery,200,Male,Baseball,Yes,2,Poor,8485,North America,Honduras,15.2,-86.2419
2024-03-27,22:38:31,83.17.173.79,GET,/fanzone,200,Male,Football,Yes,5,Good,4863,North America,Cuba,21.5218,-77.7812
2023-12-01,08:57:30,210.195.178.251,POST,/contact,304,Male,Swimming,Yes,5,Poor,8551,Europe,Romania,45.9432,24.9668
2023-12-11,21:21:02,17.52.153.13,PUT,/shop,304,Female,Basketball,No,5,Good,11059,South America,Bolivia,-16.2902,-63.5887
2023-11-14,16:15:22,13.196.168.198,POST,/about,404,Female,Basketball,Yes,4,Good,8204,Asia,China,35.8617,104.1954
2024-02-02,13:35:05,207.9.211.144,PUT,/contact,304,Male,Boxing,No,1,Poor,2492,Europe,Germany,51.1657,10.4515
2023-11-16,10:01:09,76.112.38.199,GET,/fanzone,304,Female,Boxing,Yes,2,Excellent,7238,North America,Dominican Republic,18.7357,-70.1627
2024-01-02,19:31:08,52.37.220.180,PUT,/contact,404,Female,Baseball,No,2,Excellent,3583,Africa,Egypt,26.8206,30.8025
2024-03-02,23:10:06,119.208.219.217,POST,/teams,404,Female,Netball,No,2,Poor,5915,North America,United States,37.0902,-95.7129
2024-03-10,10:56:07,154.18.223.146,PUT,/gallery,404,Male,Boxing,No,5,Poor,9913,Africa,Nigeria,9.082,8.6753
2024-01-28,19:14:06,138.131.139.106,GET,/fanzone,200,Male,Swimming,Yes,3,Good,6980,Africa,Nigeria,9.082,8.6753
2024-03-26,02:59:55,190.231.151.229,PUT,/gallery,304,Male,Baseball,Yes,3,Excellent,3870,Africa,Zimbabwe,-19.0154,29.1549
2024-03-06,08:18:07,93.249.100.212,PUT,/shop,304,Male,Tennis,Yes,1,Excellent,6467,South America,Uruguay,-32.5228,-55.7658
2024-01-22,17:28:33,55.166.77.164,PUT,/about,304,Female,Basketball,No,5,Average,10983,South America,Paraguay,-23.4425,-58.4438
2024-04-26,14:10:21,177.11.109.234,POST,/players,404,Female,Baseball,No,4,Good,6687,Asia,Indonesia,-0.7893,113.9213
2024-01-15,04:18:46,193.58.77.29,POST,/contact,200,Male,Tennis,No,2,Average,1265,Europe,Netherlands,52.1326,5.2913
2024-01-11,14:22:15,17.140.9.223,GET,/contact,404,Male,Basketball,No,3,Poor,8308,Africa,Egypt,26.8206,30.8025
2023-12-19,22:34:17,26.180.179.239,PUT,/gallery,304,Male,Basketball,Yes,3,Poor,3740,Asia,Bangladesh,23.685,90.3563
2024-03-16,06:26:04,154.121.39.212,POST,/events,404,Male,Netball,No,5,Poor,9102,South America,Brazil,-14.235,-51.9253
2024-01-07,22:11:16,82.157.180.172,POST,/fixtures,304,Female,Netball,No,4,Excellent,4985,Asia,Turkey,38.9637,35.2433
2024-03-11,05:52:46,209.104.28.145,PUT,/about,404,Male,Basketball,No,2,Good,1609,South America,Argentina,-38.4161,-63.6167
2024-03-05,09:25:34,6.186.1.22,GET,/home,304,Female,Football,Yes,5,Average,2207,North America,Cuba,21.5218,-77.7812
2023-12-10,21:44:52,195.225.71.64,POST,/home,200,Male,Tennis,Yes,2,Poor,1564,Europe,Germany,51.1657,10.4515
2024-05-05,09:10:25,46.179.233.130,GET,/about,304,Female,Basketball,Yes,5,Average,4899,North America,Honduras,15.2,-86.2419
2023-11-29,08:15:26,97.157.30.178,GET,/news,404,Male,Netball,Yes,1,Average,1962,North America,Costa Rica,9.7489,-83.7534
2024-03-02,10:53:51,6.85.75.186,GET,/contact,304,Female,Football,No,1,Excellent,5316,Asia,Japan,36.2048,138.2529
2024-03-14,21:43:43,66.247.230.22,GET,/tickets,304,Male,Baseball,Yes,5,Average,9226,Asia,Iran,32.4279,53.688
2024-05-01,16:51:12,160.121.143.47,PUT,/news,404,Male,Basketball,Yes,5,Good,7444,North America,Honduras,15.2,-86.2419
2024-02-18,23:31:23,173.78.145.153,PUT,/about,404,Male,Tennis,No,5,Excellent,7066,Europe,Poland,51.9194,19.1451
2024-03-16,05:42:52,61.134.183.160,POST,/fanzone,404,Female,Boxing,No,4,Poor,2370,Europe,Romania,45.9432,24.9668
2024-01-01,22:56:01,47.125.174.250,POST,/tickets,404,Male,Football,Yes,1,Poor,9568,Europe,Spain,40.4637,-3.7492
2024-04-22,22:29:02,9.24.151.184,GET,/news,304,Male,Boxing,No,3,Poor,9201,South America,Chile,-35.6751,-71.543
2023-11-18,17:20:44,155.179.11.255,GET,/gallery,304,Male,Baseball,Yes,3,Average,724,North America,United States,37.0902,-95.7129
2023-11-28,20:49:20,200.167.39.196,PUT,/contact,404,Female,Football,No,1,Poor,963,Europe,France,46.6034,1.8883
2024-01-10,04:12:21,193.61.222.64,GET,/players,304,Female,Tennis,No,1,Good,11233,North America,United States,37.0902,-95.7129
2023-12-18,04:11:17,132.127.32.76,GET,/fanzone,304,Male,Tennis,No,4,Poor,10795,South America,Brazil,-14.235,-51.9253
2024-05-10,10:27:54,4.179.22.175,GET,/tickets,304,Male,Boxing,Yes,4,Excellent,10973,South America,Argentina,-38.4161,-63.6167
2024-02-01,14:17:31,183.123.67.85,GET,/teams,404,Male,Tennis,No,4,Poor,8548,South America,Paraguay,-23.4425,-58.4438
2024-03-21,15:10:36,23.86.17.136,PUT,/events,404,Female,Basketball,No,2,Excellent,1105,Asia,Indonesia,-0.7893,113.9213
2023-11-24,13:46:29,184.49.228.218,PUT,/shop,200,Female,Swimming,Yes,4,Average,7091,Africa,Nigeria,9.082,8.6753
2024-03-05,05:10:11,209.53.200.71,PUT,/shop,304,Male,Baseball,Yes,5,Excellent,9515,Asia,Japan,36.2048,138.2529
2024-01-03,00:14:45,143.34.247.115,POST,/about,200,Male,Basketball,No,3,Poor,3182,South America,Colombia,4.5709,-74.2973
2024-01-15,11:06:57,167.243.188.187,PUT,/shop,304,Female,Netball,No,2,Good,10805,Africa,Egypt,26.8206,30.8025
2024-02-02,21:32:29,148.174.129.186,PUT,/events,304,Female,Netball,Yes,4,Excellent,4056,North America,Dominican Republic,18.7357,-70.1627
2024-02-12,03:47:29,62.247.167.212,POST,/home,304,Female,Baseball,Yes,3,Poor,1305,Africa,Tanzania,-6.369,34.8888
2024-01-10,10:43:21,123.192.121.156,PUT,/fanzone,304,Male,Swimming,No,3,Good,1976,Europe,Poland,51.9194,19.1451
2024-04-09,04:26:12,96.224.251.128,GET,/events,200,Female,Football,No,3,Poor,10839,South America,Ecuador,-1.8312,-78.1834
2023-11-21,09:48:28,31.8.39.81,GET,/shop,404,Male,Tennis,Yes,1,Good,8285,South America,Colombia,4.5709,-74.2973
2024-04-19,11:54:32,217.90.22.68,PUT,/fixtures,200,Male,Baseball,No,3,Good,4423,North America,Cuba,21.5218,-77.7812
2024-05-01,01:07:51,151.106.240.74,PUT,/gallery,304,Male,Boxing,No,2,Average,7080,North America,Jamaica,18.1096,-77.2975
2024-02-22,06:57:20,40.151.23.8,POST,/fanzone,200,Female,Netball,No,1,Good,6584,Asia,India,20.5937,78.9629
2024-01-30,08:47:37,205.146.171.222,PUT,/teams,304,Female,Swimming,No,3,Good,5171,Europe,Germany,51.1657,10.4515
2024-03-07,06:47:43,182.3.98.252,POST,/tickets,200,Male,Football,No,5,Poor,5393,Africa,Morocco,31.7917,7.0926
2023-11-20,19:06:19,195.113.213.52,POST,/contact,404,Male,Tennis,No,5,Good,8832,North America,Canada,56.1304,-106.3468
2023-11-24,13:31:28,147.200.174.121,POST,/fanzone,304,Male,Tennis,No,2,Average,1161,Asia,Japan,36.2048,138.2529
2024-05-03,18:12:08,159.163.226.26,PUT,/fixtures,200,Female,Swimming,No,4,Poor,8256,South America,Argentina,-38.4161,-63.6167
2024-03-01,14:52:52,132.240.44.242,PUT,/players,200,Female,Swimming,No,1,Good,3536,Asia,Iran,32.4279,53.688
2024-05-13,05:50:39,212.58.183.23,PUT,/home,304,Male,Netball,No,1,Average,6709,Asia,Philippines,12.8797,121.774
2024-02-28,19:02:37,23.40.168.119,POST,/gallery,200,Female,Tennis,Yes,2,Excellent,2112,North America,Dominican Republic,18.7357,-70.1627
2024-04-22,08:44:55,77.191.156.107,GET,/events,200,Male,Tennis,Yes,2,Good,3765,Asia,Pakistan,30.3753,69.3451
2023-12-22,02:47:22,192.11.32.73,POST,/fixtures,200,Male,Football,No,4,Good,10465,Africa,Botswana,-22.3285,24.6849
2024-03-29,02:06:48,222.190.240.88,PUT,/events,404,Female,Netball,Yes,2,Excellent,8861,Africa,Algeria,28.0339,1.6596
2024-04-28,09:13:57,213.86.196.36,GET,/tickets,200,Male,Baseball,No,2,Poor,3181,North America,Dominican Republic,18.7357,-70.1627
2024-04-15,06:14:14,163.128.252.222,POST,/gallery,200,Male,Basketball,Yes,1,Poor,6496,North America,Dominican Republic,18.7357,-70.1627
2024-01-12,15:14:10,109.68.16.167,PUT,/home,404,Female,Tennis,No,4,Excellent,2579,North America,Panama,8.538,-80.7821
2024-03-22,00:01:32,1.116.138.20,PUT,/fixtures,200,Female,Netball,No,2,Excellent,8790,Europe,Italy,41.8719,12.5674
2023-11-22,10:12:17,137.137.17.78,POST,/about,200,Male,Football,Yes,2,Average,8609,South America,Paraguay,-23.4425,-58.4438
2024-02-14,14:56:02,1.148.27.124,GET,/fanzone,404,Female,Basketball,No,4,Good,2148,Africa,Morocco,31.7917,7.0926
2024-05-06,01:49:04,125.202.160.23,GET,/gallery,404,Male,Boxing,Yes,2,Average,8829,Europe,Netherlands,52.1326,5.2913
2024-03-18,18:19:25,51.40.79.149,GET,/fixtures,404,Male,Football,Yes,1,Good,11123,South America,Bolivia,-16.2902,-63.5887
2024-02-13,17:22:17,78.54.168.143,PUT,/news,304,Male,Football,Yes,4,Average,1665,Europe,Ukraine,48.3794,31.1656
2024-01-06,06:46:18,72.150.76.10,POST,/teams,404,Male,Football,Yes,5,Poor,6321,North America,Mexico,23.6345,-102.5528
2024-04-08,19:55:10,122.206.187.122,GET,/shop,304,Male,Tennis,No,1,Good,4909,Africa,Kenya,-0.0236,37.9062
2024-03-19,10:08:25,72.75.194.114,PUT,/tickets,200,Male,Netball,Yes,5,Excellent,2628,South America,Brazil,-14.235,-51.9253
2024-01-28,11:05:15,15.163.155.228,GET,/home,304,Female,Basketball,Yes,1,Poor,3170,North America,Guatemala,15.7835,-90.2308
2023-11-26,18:21:36,4.198.166.247,POST,/tickets,304,Female,Tennis,Yes,1,Excellent,3410,Asia,China,35.8617,104.1954
2024-01-31,21:13:04,108.34.122.197,GET,/gallery,304,Male,Football,Yes,4,Excellent,5470,Europe,Poland,51.9194,19.1451
2024-04-01,21:45:04,211.26.215.131,POST,/about,304,Female,Football,Yes,2,Excellent,4494,South America,Bolivia,-16.2902,-63.5887
2023-12-08,07:12:05,115.27.32.86,POST,/players,404,Male,Boxing,Yes,5,Average,8810,South America,Colombia,4.5709,-74.2973
2024-02-22,21:53:49,22.136.204.238,GET,/shop,200,Male,Boxing,No,5,Excellent,10745,Europe,Romania,45.9432,24.9668
2023-11-29,22:09:10,205.23.153.44,GET,/tickets,200,Male,Football,No,4,Excellent,1282,Asia,Bangladesh,23.685,90.3563
2024-01-28,16:50:48,206.220.81.98,GET,/shop,304,Female,Boxing,No,1,Poor,7220,North America,Cuba,21.5218,-77.7812
2023-12-28,01:16:51,27.19.2.137,PUT,/fanzone,200,Male,Tennis,Yes,2,Average,9334,Africa,Zimbabwe,-19.0154,29.1549
2023-12-31,13:24:32,167.234.208.71,GET,/fixtures,200,Female,Netball,No,3,Good,2600,Asia,Japan,36.2048,138.2529
2024-02-01,22:34:01,91.71.155.83,GET,/tickets,404,Male,Boxing,Yes,4,Excellent,6715,Europe,Germany,51.1657,10.4515
2024-02-16,10:04:46,140.164.115.249,PUT,/players,200,Female,Tennis,No,5,Poor,11089,Europe,Germany,51.1657,10.4515
2024-01-25,16:18:40,202.138.177.54,PUT,/events,304,Female,Baseball,Yes,3,Average,2950,South America,Bolivia,-16.2902,-63.5887
2023-12-16,04:57:31,176.19.191.127,PUT,/teams,404,Male,Basketball,No,5,Good,3443,Asia,Bangladesh,23.685,90.3563
2024-04-10,00:10:22,164.90.8.240,PUT,/shop,304,Female,Netball,Yes,2,Good,6251,Europe,Ukraine,48.3794,31.1656
2024-02-04,07:07:38,140.217.196.47,PUT,/news,404,Female,Tennis,No,3,Average,10287,Europe,Poland,51.9194,19.1451
2024-05-01,09:04:05,138.203.230.252,GET,/events,304,Female,Boxing,No,5,Poor,9173,Europe,Italy,41.8719,12.5674
2024-01-29,19:48:43,61.60.190.254,GET,/players,304,Male,Tennis,Yes,4,Average,6418,Europe,Italy,41.8719,12.5674
2023-12-17,18:15:01,207.222.230.243,GET,/gallery,304,Female,Tennis,Yes,5,Poor,7509,North America,Honduras,15.2,-86.2419
2024-04-06,18:44:57,31.192.233.81,PUT,/events,200,Male,Netball,No,1,Good,6711,Africa,Ghana,7.9465,-1.0232
2024-04-24,19:39:08,90.227.221.96,GET,/tickets,404,Male,Netball,Yes,1,Poor,645,Europe,France,46.6034,1.8883
2023-12-23,02:03:15,114.194.221.169,PUT,/about,304,Female,Swimming,Yes,5,Good,11141,Africa,Zimbabwe,-19.0154,29.1549
2023-12-17,15:11:42,7.227.1.132,PUT,/about,304,Female,Boxing,No,5,Average,3346,Africa,Ghana,7.9465,-1.0232
2023-12-15,11:01:29,166.229.56.200,GET,/tickets,304,Female,Swimming,No,1,Poor,8232,Africa,Algeria,28.0339,1.6596
2024-04-22,06:35:04,33.201.35.205,POST,/fixtures,200,Female,Tennis,No,4,Poor,3703,North America,Guatemala,15.7835,-90.2308
2024-04-12,22:36:32,68.72.131.96,GET,/gallery,200,Female,Swimming,Yes,3,Excellent,1242,Europe,Germany,51.1657,10.4515
2024-01-01,01:29:03,8.59.32.71,POST,/fixtures,404,Male,Boxing,Yes,5,Poor,11195,Europe,Belgium,50.5039,4.4699
2023-12-25,20:05:29,77.241.226.141,GET,/shop,404,Male,Netball,No,5,Good,5647,North America,Mexico,23.6345,-102.5528
2024-05-06,12:14:46,28.13.5.118,GET,/about,304,Female,Netball,No,2,Average,3513,Asia,Philippines,12.8797,121.774
2024-04-15,17:41:59,218.253.114.140,PUT,/players,200,Male,Basketball,No,1,Good,3404,Asia,Philippines,12.8797,121.774
2024-03-17,16:17:55,12.160.123.244,GET,/tickets,304,Male,Baseball,No,1,Good,2914,Europe,United Kingdom,55.3781,-3.436
2024-01-07,22:15:47,49.58.191.93,GET,/teams,404,Female,Baseball,No,4,Excellent,787,Africa,Tanzania,-6.369,34.8888
2024-03-04,12:00:44,115.202.55.135,GET,/about,304,Female,Basketball,No,4,Good,4264,Europe,Italy,41.8719,12.5674
2024-02-02,01:31:29,19.61.217.182,PUT,/players,404,Male,Baseball,No,4,Excellent,4008,Africa,Egypt,26.8206,30.8025
2023-12-02,02:03:20,197.250.144.1,GET,/events,200,Female,Netball,No,5,Excellent,9623,South America,Uruguay,-32.5228,-55.7658
2024-04-15,18:43:04,31.19.198.116,POST,/news,304,Female,Tennis,No,3,Excellent,1735,South America,Argentina,-38.4161,-63.6167
2023-12-02,21:37:18,172.123.30.246,GET,/about,200,Male,Basketball,Yes,5,Average,1938,Europe,United Kingdom,55.3781,-3.436
2024-05-03,21:26:26,20.198.217.207,PUT,/events,304,Female,Football,Yes,3,Poor,8135,Asia,Philippines,12.8797,121.774
2024-02-29,10:16:30,156.37.231.41,GET,/fanzone,200,Male,Swimming,Yes,2,Poor,8389,Africa,Zimbabwe,-19.0154,29.1549
2024-04-10,07:33:03,189.105.83.234,PUT,/home,200,Female,Basketball,No,2,Good,9178,Africa,South Africa,-30.5595,22.9375
2024-04-23,06:29:25,96.167.231.173,GET,/fanzone,200,Female,Basketball,No,1,Average,11155,Africa,Nigeria,9.082,8.6753
2024-04-23,12:42:06,81.187.210.97,PUT,/events,304,Male,Tennis,No,2,Good,2341,Europe,Germany,51.1657,10.4515
2023-12-29,00:59:40,96.106.39.30,POST,/gallery,200,Female,Boxing,Yes,2,Excellent,10055,Asia,Vietnam,14.0583,108.2772
2024-03-13,15:57:32,202.71.204.57,PUT,/shop,304,Male,Tennis,Yes,3,Average,11289,South America,Bolivia,-16.2902,-63.5887
2024-01-20,23:20:59,58.26.31.186,GET,/teams,304,Female,Tennis,No,1,Average,1972,Africa,Morocco,31.7917,7.0926
2023-12-14,14:01:02,13.120.32.227,POST,/home,200,Male,Football,Yes,3,Good,9832,North America,Canada,56.1304,-106.3468
2024-05-07,22:28:23,107.240.190.114,GET,/home,200,Male,Tennis,No,5,Good,6782,Europe,France,46.6034,1.8883
2023-11-24,23:42:26,183.79.134.214,GET,/fixtures,200,Male,Football,No,4,Excellent,7607,Africa,Ghana,7.9465,-1.0232
2024-05-02,17:53:35,129.27.248.202,GET,/shop,404,Male,Football,Yes,4,Poor,10066,Europe,United Kingdom,55.3781,-3.436
2024-02-04,15:48:42,34.126.65.174,PUT,/contact,200,Female,Basketball,No,2,Average,3608,Asia,Japan,36.2048,138.2529
2024-03-19,17:20:36,129.201.130.177,POST,/gallery,200,Female,Football,No,1,Poor,11335,Africa,Kenya,-0.0236,37.9062
2023-12-16,18:47:43,131.9.141.210,POST,/tickets,404,Female,Swimming,Yes,2,Excellent,2975,South America,Ecuador,-1.8312,-78.1834
2024-01-19,09:17:18,118.227.237.200,POST,/contact,200,Female,Baseball,Yes,4,Good,3791,Africa,Tanzania,-6.369,34.8888
2023-11-15,08:40:40,163.166.129.188,GET,/contact,304,Male,Tennis,Yes,1,Poor,10122,Asia,Turkey,38.9637,35.2433
